id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
27348973,Ruim huis+tuin op het zuiden (30+ & families only),27749179,Kitty,,Oud-Oost,52.35663,4.92413,Entire home/apt,225,3,8,2022-08-13,0.17,1,0,2,0363 6F81 48C1 3214 77E3
27362571,Cosy and spacious two-bedroom apartment,138583516,Tjibbe,,Bos en Lommer,52.38273,4.85468,Entire home/apt,120,2,12,2022-07-20,0.24,2,0,2,0363 A786 B649 09A8 A20D
27362708,"Half House Boat,  entrance from shared terrace",206197883,Charles&Yochi,,De Baarsjes - Oud-West,52.37285,4.87399,Private room,115,2,154,2022-08-23,3.20,1,126,48,03639607A1583878363D
27379405,"Light and central apartment, canalview",14072005,Susanne,,De Baarsjes - Oud-West,52.36616,4.86215,Entire home/apt,150,3,4,2021-09-19,0.10,1,0,1,0363 07B9 C0B2 9AF9 37B4
27396373,Spacious room in in cozy apartment,8571784,Enneke,,De Baarsjes - Oud-West,52.37116,4.85505,Private room,99,3,91,2022-08-18,1.84,2,61,20,0363F1F16BDEF3F54B52
27397058,Cozy room in stylish apartment,8571784,Enneke,,De Baarsjes - Oud-West,52.37108,4.85303,Private room,100,3,138,2022-08-22,2.77,2,31,39,0363 F1F1 6BDE F3F5 4B52
27410925,Bright apartment in Amsterdam old south,206359832,Wilco,,Zuid,52.35204,4.8574,Entire home/apt,156,5,8,2022-02-04,0.17,1,2,2,0363 A677 3F07 1DC0 62E6
27426691,"Stylish apt, canal view, quiet, nearby Vondelpark",5809919,Thomas,,Zuid,52.35059,4.8469,Entire home/apt,75,7,4,2021-07-18,0.08,1,0,0,0363 B171 0A8A 1BD9 3CE3
27428560,Luxurious canal view appartement,16536809,Annelies,,Oud-Oost,52.36402,4.926,Entire home/apt,220,2,8,2019-10-20,0.17,1,0,0,0363 9C43 636A 07FE F49A
27447278,"Bedroom, French balcony, cul the sac 5 min.to city",44937452,Anne & Eric,,Westerpark,52.3836,4.86998,Private room,59,2,76,2022-04-17,1.54,1,6,20,0363 AB4C 1B67 4A12 B394
27464499,3km from Central Station. Private entry. Big bed !,8741023,Martijn And Kim,,Oud-Noord,52.39911,4.90533,Private room,82,2,166,2022-09-05,3.35,1,120,51,0363 0534 8FEC 8485 9A6A
27466356,"Stylish private studio, 30 min downtown Amsterdam",34581928,Georno,,Noord-West,52.42369,4.88545,Private room,70,2,104,2021-12-10,2.15,1,0,13,0363 5F8C 5371 A6D2 463C
27478968,IBC area: Completely renovated house boat @ Amstel,207086988,Monicque,,De Pijp - Rivierenbuurt,52.35175,4.90905,Entire home/apt,895,4,17,2022-08-22,0.34,1,1,4,0363 7D65 E14B A964 7CB7
27482148,Amsterdam Woning,88830713,Kari,,Noord-West,52.40797,4.92397,Entire home/apt,150,3,11,2022-08-15,0.22,1,59,3,0363 A7EF 19C7 C568 F704
27498255,Luxury apartment in city center,36565286,Kim,,Centrum-Oost,52.36748,4.91097,Entire home/apt,250,2,6,2019-12-27,0.12,1,0,0,0363 4767 B450 A3F9 77BF
27516933,Lovely canal apartment,187059499,Leon,,Centrum-West,52.376328,4.890849,Entire home/apt,382,2,46,2022-08-14,0.96,4,2,32,0363 55B6 66B0 1D8F A58B
27520015,New studio apartment with vintage look,73081474,Tessa,,Oud-Oost,52.35916,4.93348,Entire home/apt,112,4,14,2022-02-20,0.28,1,0,4,0363 4A42 1A00 B05C 60B4
27520055,Family/city- Apartment 10 min from central station,64868869,Julian,,Oostelijk Havengebied - Indische Buurt,52.36914,4.93437,Entire home/apt,220,4,13,2022-08-29,0.26,1,9,6,0363 E56E A5DB 8C10 DDBC
27525864,New & spacious ground-floor 3-BR home w/ garden!,207546297,Laurens,,Oud-Oost,52.36434,4.92533,Entire home/apt,400,4,12,2020-08-03,0.24,1,0,0,0363 C167 D158 B77C 82C0
27533135,Private apt close to Vondelpark! Ideal for couples,6683167,Nick,,Zuid,52.35048,4.84918,Entire home/apt,100,2,10,2021-07-25,0.20,1,0,0,0363 BC67 5EE0 ABA6 6CD2
27546826,"Welcome to my cosy, spacious, plant-filled home",2068431,Iris,,Bos en Lommer,52.38495,4.84922,Entire home/apt,110,21,16,2022-04-30,0.33,1,0,1,0363 AB6A 40A5 07F3 2B73
27565202,Beautiful & clean apartment near the Museumsquare,79666655,Marjolijn,,Zuid,52.35667,4.87888,Hotel room,362,2,75,2022-08-26,1.53,1,93,27,0363 143B 5AB8 38A0 F947
27565537,Privékamer met ontbijt en gebruik van fietsen,207977510,Margreet,,Westerpark,52.38266,4.86201,Private room,103,2,110,2022-08-10,2.29,1,19,39,0363 A7D1 30E2 32FC 9EB4
27591911,Beautiful appartment nearby the city centre,55023707,Michaela,,Bos en Lommer,52.38259,4.85684,Entire home/apt,207,2,10,2022-08-20,0.26,1,9,5,0363 3EF0 BCCF ADCB 3A42
27595911,Anny's warehouse city centre!,115770966,Anny,,Centrum-West,52.37793,4.89296,Private room,244,2,33,2022-08-19,0.78,1,81,12,0363 3B74 0A96 D3CC ACB8
27600742,Single bedroom with private sink,138583516,Tjibbe,,Bos en Lommer,52.38252,4.85443,Private room,47,2,37,2020-03-08,0.76,2,0,0,0363A786B64909A8A20D
27608003,Sunny apartment in Amsterdam north with garden,61134256,Maartje,,Noord-West,52.40243,4.91335,Entire home/apt,130,4,15,2022-08-16,0.31,1,0,3,036319650E9F6CC78AA3
27616092,Modern Two Room Condo with a Rooftop View,44330453,Evgeny,,Oud-Noord,52.40056,4.91337,Entire home/apt,150,2,15,2022-07-31,0.31,1,0,1,0363 6095 FED6 5342 5E03
27622005,Boss (double) Apartment (4 pers) - updated photos,31951648,Tijmen,,De Baarsjes - Oud-West,52.36684,4.8756,Entire home/apt,471,3,21,2022-09-06,0.52,1,0,9,0363 F083 4BEF EEFD 551C
27632457,Amsterdam Appartement 'de Pijp',26109791,Reinier,,De Pijp - Rivierenbuurt,52.3554,4.89439,Entire home/apt,170,7,2,2022-08-13,1.58,1,98,2,0363 FA73 CBAB AAC0 4C5F
27653760,Light appartment in De Baarsjes- Amsterdam-West,60960917,Jurriaan,,De Baarsjes - Oud-West,52.37307,4.85379,Entire home/apt,110,2,18,2021-10-04,0.37,1,0,5,0363 D872 A4E1 AED5 3EE3
27710965,SWEETS hotel Buiksloterdraaibrug,203731852,SWEETS Hotel,,Oud-Noord,52.39893,4.92146,Hotel room,346,2,38,2022-08-12,0.80,20,231,11,Exempt
27711181,SWEETS hotel Scharrebiersluis,203731852,SWEETS Hotel,,Centrum-Oost,52.37031,4.91141,Hotel room,999,1,22,2021-09-05,0.47,20,214,0,Exempt
27711346,SWEETS hotel Nieuwe Amstelbrug,203731852,SWEETS Hotel,,De Pijp - Rivierenbuurt,52.35576,4.90549,Hotel room,298,2,33,2022-08-31,0.70,20,256,14,Exempt
27711492,SWEETS hotel Westerdoksbrug,203731852,SWEETS Hotel,,Centrum-West,52.38333,4.89335,Entire home/apt,298,2,46,2022-09-03,0.95,20,235,23,Exempt
27711659,SWEETS hotel Kattenslootbrug,203731852,SWEETS Hotel,,Westerpark,52.3818,4.87934,Hotel room,251,2,48,2022-09-03,1.00,20,229,19,Exempt
27711769,SWEETS hotel Beltbrug,203731852,SWEETS Hotel,,Westerpark,52.37547,4.87017,Hotel room,271,2,36,2022-08-01,0.75,20,248,12,Exempt
27711924,SWEETS hotel Wiegbrug,203731852,SWEETS Hotel,,De Baarsjes - Oud-West,52.37014,4.86516,Hotel room,251,2,48,2022-04-30,0.98,20,242,9,Exempt
27712060,SWEETS hotel Kinkerbrug,203731852,SWEETS Hotel,,De Baarsjes - Oud-West,52.36464,4.86025,Hotel room,251,1,41,2022-08-18,0.86,20,234,9,Exempt
27713449,Perfect location near Museumsquare,13455439,Laura,,Zuid,52.35408,4.88446,Entire home/apt,200,2,20,2022-05-27,0.40,1,0,4,0363 786D E679 8F45 1FAA
27713691,Modern Amsterdam city apartment with garden view,8748700,Marloes,,Bos en Lommer,52.37649,4.85998,Entire home/apt,150,3,22,2021-12-12,0.45,1,0,8,0363 2919 218F 6520 4356
27719323,Amsterdam South (close to center & RAI),31680409,Nancy,,Zuid,52.34408,4.86486,Entire home/apt,279,3,11,2022-05-16,0.24,1,250,4,0363 5404 1C60 4AEE 36F4
27744275,New Urban Design Apartment - Amsterdam West,26639899,Edo,,Bos en Lommer,52.38212,4.85716,Entire home/apt,99,2,12,2021-11-01,0.24,1,0,4,0363 D8E3 83B2 6759 6FB0
27745560,Cosy apartment in Amsterdam near the city centre,209288842,Luuk,,Westerpark,52.38589,4.88294,Entire home/apt,150,3,23,2021-09-14,0.47,1,0,1,0363 933D 467D AD6D C763
27754860,Oud West luxurious 3 BR-apartment w roof terrace,1759888,Martijn & Meike,,De Baarsjes - Oud-West,52.36961,4.87512,Entire home/apt,345,2,20,2022-06-11,0.41,1,0,4,0363 4FD6 4F86 FB38 18BE
27755390,Family home nearby city centre and nature park!,64595553,Shary,,Geuzenveld - Slotermeer,52.37344,4.81215,Entire home/apt,261,2,3,2022-08-16,0.36,1,58,3,0363 F0CA FF3A 213B 9299
27774674,"Canal area, city center popular Jordaan .",8544609,Cido,,Centrum-West,52.37962,4.88769,Entire home/apt,300,5,39,2022-07-25,0.79,2,207,16,0363E13E4BFF8CA46436
27774794,Brand new 120m2 designer apartment,137633354,Sjoerd,,Oud-Noord,52.39994,4.90621,Entire home/apt,159,3,8,2021-10-03,0.18,1,11,1,0363 A2FA 9368 2C9B 66FA
27793181,Cognac Suite,209869716,Rintje,,Centrum-West,52.3707,4.89495,Private room,139,1,182,2022-07-31,3.76,2,291,61,0363 63BC 6BB8 C185 D785
27795712,Amsterdam Local (entire apartment),43914462,Mai,,Bos en Lommer,52.37598,4.85819,Entire home/apt,89,2,4,2022-05-20,0.10,1,0,1,0363 D6D3 7AF5 9B98 2E0F
27803193,"Chess Suite, City Centre ROOM",209869716,Rintje,,Centrum-West,52.37027,4.89509,Private room,153,1,198,2022-08-21,4.05,2,318,65,0363 63BC 6BB8 C185 D785
27809371,The Dutch Suites,209920138,Puck,,Centrum-West,52.37073,4.89635,Private room,311,1,65,2022-07-26,1.33,3,294,15,036357F7D51C763ED91A
27825991,NEW: Elegant getaway with garden nearby RAI/Amstel,74252800,Laila,,Watergraafsmeer,52.33978,4.94456,Entire home/apt,115,3,15,2022-07-06,0.31,1,0,6,0363 7472 3C85 529A 4445
27833698,Bright quiet furnished apartment with canal view,28150165,Lisa,,Bos en Lommer,52.37631,4.84774,Entire home/apt,89,14,1,2020-02-01,0.03,1,0,0,0363 C1BC EEC7 ED69 1DD3
27841791,"Private room, newly renovated in hip East.",59888670,Tessa,,Oud-Oost,52.35502,4.92333,Private room,80,2,72,2020-08-22,1.47,1,0,0,0363 D02E 0E01 E9C9 0F9C
27850551,"Luxurious Floral Apartment, City Center-canal view",17942652,Yuta,,Centrum-Oost,52.36334,4.88664,Private room,429,1,24,2022-05-29,0.49,2,156,7,0363 8DC0 C1FF 4214 5332
27851626,"Sunny, cozy, urban oasis in central AMS",10985751,Florence,,Westerpark,52.37401,4.87283,Entire home/apt,120,3,5,2022-02-07,0.11,1,0,3,0363 2261 C7C6 4EEC 4003
27854236,"Exclusive room with sauna, City Center-canal view",17942652,Yuta,,Centrum-Oost,52.36553,4.88664,Private room,1657,1,3,2022-07-15,0.07,2,162,1,0363 16A5 DF0C EB3C 7503
27863226,"Private studio/office w/ kitchen, bathroom & bikes",2455550,Jorn,,Oud-Oost,52.35419,4.91655,Private room,135,3,145,2022-08-31,2.98,1,37,44,0363 3DEA 55CB 423B E156
27865341,"Nice, bright apartment Amsterdam West",5808871,Cynthia,,Geuzenveld - Slotermeer,52.3764,4.82335,Entire home/apt,88,2,30,2022-08-28,0.62,1,4,7,0363 DD31 43B3 E7E0 1419
27871686,City Center/Mini Suite on Houseboat Stunning View,4031782,Anita,,Centrum-West,52.37806,4.88524,Private room,158,3,146,2022-09-05,2.99,1,6,55,0363 0C77 6D30 0357 81FF
27903955,Private floor in our house on the ground floor.,1195935,Eleni,,Buitenveldert - Zuidas,52.3243,4.87289,Private room,69,2,75,2020-03-20,1.54,1,1,0,0363 2FE1 9B82 73ED D5E4
27913527,"Amsterdam on the inside, 2-room studio, 1 dbl bed",15409796,Floor,,Centrum-Oost,52.37436,4.90417,Private room,125,3,60,2020-03-15,1.23,1,0,0,0363 BCDC 315D 2456 2011
27916775,COZY STYLISH ROOM PARKING WHIRLPOOL WIFI,6127483,Daniella,,Bos en Lommer,52.37807,4.84575,Private room,76,1,23,2022-08-01,0.63,3,51,8,0363 A6C0 16C0 2606 7E49
27921739,SWEETS hotel Overtoomsesluis,203731852,SWEETS Hotel,,De Baarsjes - Oud-West,52.35871,4.8559,Hotel room,298,1,24,2022-07-23,0.56,20,250,6,Exempt
27944416,Amsterdam in groene omgeving,211084998,Hannie,,Geuzenveld - Slotermeer,52.37742,4.79661,Private room,102,2,19,2022-03-27,0.41,1,210,1,0363 66A6 ABED 7B12 89F9
27963222,Vondelpark House Bed & Breakfast Rooms 1&2.,55288093,Petra,,De Baarsjes - Oud-West,52.357471,4.857943,Private room,312,2,12,2022-08-21,0.30,3,232,4,0363 F5F1 8B5D A2C6 FA55
27969251,Huis Roomolen,211258076,Henri & Mel,,Centrum-West,52.37747,4.89247,Private room,164,1,107,2022-07-31,2.33,1,129,17,0363 79A0 CC8A 2B84 235A
28005499,Room,173340690,B&B  Jordaan,,Westerpark,52.37655,4.87352,Private room,125,1,116,2022-08-22,2.37,3,0,24,0363 7402 DE9A D0DF AE8D
28018811,Penthouse with rooftop terrace in Amsterdam,32289278,Wouter,,De Baarsjes - Oud-West,52.36674,4.86153,Entire home/apt,247,2,15,2019-02-18,0.31,1,0,0,0363 427D B43B 8CFB FEBC
28042923,House boat on one of the beautiful canals,211826887,Emanuel,,Westerpark,52.37943,4.87795,Entire home/apt,206,2,11,2019-01-04,0.23,1,0,0,0363 D161 610D DED9 4A8F
28045191,Light filled canal-side apartment in Amsterdam,17841111,Felicity And Michael,,Bos en Lommer,52.37503,4.84821,Entire home/apt,417,2,9,2022-08-28,0.19,1,4,3,0363 1B8E 02A7 4E0E F2DC
28059480,"Stylish loft, private floor near zoo,museum⏹,city⏺",22082242,Hayco & Léonie,,Oud-Oost,52.35941,4.92684,Private room,75,1,1,2018-11-04,0.02,2,0,0,0363 E18A 35FB 6088 52A6
28064282,Amsterdam house,212001063,Erik,,Centrum-Oost,52.36834,4.90883,Entire home/apt,220,3,28,2022-07-18,0.59,1,1,13,0363 1403 BA48 322C 9009
28098878,Amsterdam Modern HOUSEBOAT with TERRACE,16944484,Ray,,Centrum-Oost,52.3747,4.90329,Entire home/apt,295,2,55,2022-09-01,1.14,1,69,19,0363 ECFE C523 B44C 2041
28099682,Gezellige kamer centrum Amsterdam,37157381,Gwen,,Centrum-West,52.386318485676576,4.89018255135874,Private room,160,1,3,2022-08-21,1.50,1,40,3,0363 DE20 41BC 52C6 DEB1
28102597,Your cosy spot in the heart of the Jordaan!,34176627,Grietje,,Centrum-West,52.371,4.88275,Entire home/apt,189,5,12,2019-10-20,0.25,1,0,0,0363 27B4 0070 7454 5850
28146045,Urban Jungle Room,2597146,Mathilde,,Slotervaart,52.359398,4.825566,Private room,80,3,76,2022-06-20,1.57,1,0,24,0363 C04E 35E1 4638 C8DE
28146773,Bright and Chic Apartment with Cozy Balcony,212603560,Emil,,De Baarsjes - Oud-West,52.37268,4.86148,Entire home/apt,189,3,28,2020-03-09,0.58,1,0,0,0363 9BCB 8448 65D7 D31C
28167828,The Muyssonette - Jordaan area!,27644639,Gea,,Centrum-West,52.37915,4.88627,Private room,139,2,71,2020-03-07,1.49,1,0,0,0363 DAF3 2AAC 5530 1EF3
28178051,Lovely modern house in Central Amsterdam,7945954,Michael,,Oud-Oost,52.35245,4.90964,Private room,600,7,3,2019-09-07,0.08,1,0,0,0363 4E71 40D6 130F FF08
28198817,Captain's House,35417805,Arjen,,Centrum-Oost,52.37372,4.90541,Entire home/apt,279,5,43,2022-08-27,0.90,1,152,9,0363 2EB3 3DA3 2884 962D
28215817,Stylish flat in quiet part of central Amsterdam,190897,Wouter,,Centrum-Oost,52.35945,4.89665,Entire home/apt,232,4,18,2022-08-08,0.37,1,64,4,0363 7899 14F0 675D 3322
28220320,Bright and spacious apartment in Amsterdam East,13228073,Olmo,,Oud-Oost,52.36321,4.93062,Entire home/apt,300,2,5,2022-02-04,0.10,1,0,1,0363 47DB 734C 73B5 6845
28234064,Ground floor with garden 5mins from Rijksmuseum,3973985,Pooja,,De Pijp - Rivierenbuurt,52.35639,4.89057,Entire home/apt,190,3,29,2022-01-26,0.74,2,0,7,0363 A500 FBA0 06B3 301A
28236509,Four people?  Welcome at Fleur d' Amsterdam,87974972,Fleur,,Watergraafsmeer,52.35247,4.93757,Private room,250,3,16,2022-04-18,0.34,3,207,6,0363 0D86 E70F 8A2A 2E3E
28239821,Big Apartment Amsterdam Oud-West with Rooftop,13229223,Oscar,,De Baarsjes - Oud-West,52.36564,4.87402,Entire home/apt,350,2,32,2022-06-01,0.66,1,0,7,0363 5586 3B07 20FA AD46
28252823,Fab 2br apartment in trendy Amsterdam's de Pijp,33967782,Sonya,,De Pijp - Rivierenbuurt,52.35767,4.89973,Entire home/apt,220,3,15,2021-10-03,0.31,1,0,3,0363 C608 242E EC2C 00A7
28270449,Nicely furnished apartment + great location,26843240,Maarten,,De Pijp - Rivierenbuurt,52.35494,4.89681,Entire home/apt,294,7,31,2022-07-30,0.65,3,53,10,03637DEC544922176858
28298830,SWEETS hotel Gerben Wagenaarbrug,203731852,SWEETS Hotel,,Oud-Noord,52.38652,4.91382,Entire home/apt,271,1,52,2022-08-10,1.10,20,253,24,Exempt
28329497,Oud West luxurious 2 BR-apartment w garden,213918938,Nina,,Centrum-West,52.37035,4.87536,Entire home/apt,250,7,14,2022-08-01,0.31,1,0,1,0363 AE39 6646 B9DD 2189
28352406,Zen City Rooftop Appartment Amsterdam,97879027,Karin,,Oostelijk Havengebied - Indische Buurt,52.37924,4.92962,Private room,150,1,16,2019-11-09,0.33,1,33,0,0363 B656 1872 EC88 98F6
28375507,Amsterdam Penthouse Apartment,2951222,Inge,,Zuid,52.35222,4.88483,Entire home/apt,275,2,6,2019-11-24,0.13,1,5,0,0363 97C2 4576 E7C2 5D81
28382281,Kamer in nieuwbouwhuis in Amsterdam,29268751,Anneke,,Noord-West,52.40711,4.90547,Private room,40,1,13,2022-02-13,0.28,2,0,1,0363 8A40 015C 8292 BB3D
28394912,Light family home with garden & free parking,213090272,Jenneke,,Oud-Noord,52.39296,4.94313,Entire home/apt,150,5,7,2021-08-13,0.16,1,42,0,0363 0F66 24D4 FF1F 4F55
28448785,UNIQUE Private Amstel River suite I 2BD (+ Private Bathrooms!) | Canal View,1464510,Wendy And Bram,,Centrum-Oost,52.36206,4.90517,Entire home/apt,533,7,56,2022-07-31,1.18,5,51,18,0363 A2B7 0FAC E88C D937
28449359,Cute & Quiet app. with great transport connections,4252277,Hellen,,Slotervaart,52.35333,4.83316,Entire home/apt,78,12,7,2020-08-26,0.15,1,52,0,0363 84E9 6E26 D4A9 52D1
28515027,ONE OF A KIND 2STORY DUTCH TOWN HOUSE WITH PATIO,19556823,Edmee,,De Baarsjes - Oud-West,52.37034,4.87321,Entire home/apt,400,5,15,2022-07-27,0.31,1,5,3,0363 2A46 893D A657 50C4
28516088,VERY NICE studio - GREAT LOCATION + bikes & more,14036182,Andrea,,Zuid,52.35176,4.85122,Entire home/apt,119,2,52,2022-04-03,1.09,1,68,10,0363 3DE0 0A56 C9D0 484C
28516161,River View Amsterdam  private studio en bathroom,16235182,Alfred,,IJburg - Zeeburgereiland,52.34736,5.00617,Private room,85,3,25,2022-06-19,0.53,1,0,4,0363 814B 8F98 DCEE EDCB
28517324,Modern private apartment,31533672,Renee,,Geuzenveld - Slotermeer,52.37763,4.83702,Entire home/apt,100,3,18,2022-07-04,0.38,1,2,3,0363 1BCD D17E E96D 95F9
28535049,All the best from Old West,37527947,Thomas,,De Baarsjes - Oud-West,52.36306,4.86017,Entire home/apt,90,2,25,2022-08-02,0.52,1,0,10,0363 EA65 DA77 242B 14FB
28544205,Authentic Houseboat B&B in the City Centre!,212010317,Eliane,,Centrum-West,52.38031,4.88858,Private room,210,1,76,2022-08-24,1.69,1,234,32,0363 5E0B 7C35 9F40 B47D
28578641,NEW Spacious & quiet house (113 m2) in city center,52072269,Njord,,De Baarsjes - Oud-West,52.36607,4.8748,Entire home/apt,275,4,18,2022-08-28,0.38,1,0,6,0363 10EB C599 A1E1 B43C
28582447,Modern and cosy apartment in Amsterdam,68520401,Marieke,,De Baarsjes - Oud-West,52.36949,4.85268,Entire home/apt,201,3,26,2022-05-06,0.54,1,2,5,0363 A67A B43A AAA1 391F
28603995,Houseboat.712; Coronaproof! Private airconditioned,210872154,Wende,,De Pijp - Rivierenbuurt,52.35477,4.90627,Private room,168,3,77,2022-08-07,1.60,2,295,10,0363 ACEC FBEB 9BE9 4DBC
28706467,2-bedroom apartment in the Amsterdam city center,32853388,Diederick,,Centrum-Oost,52.36828,4.92953,Entire home/apt,359,3,25,2022-07-09,0.53,1,31,7,0363 DAFE F074 E017 55AB
28707425,SWEETS hotel Sluis Haveneiland,203731852,SWEETS Hotel,,IJburg - Zeeburgereiland,52.35469,5.00606,Hotel room,271,1,7,2019-12-27,0.17,20,265,0,Exempt
28733428,Amsterdam Water Villa with a view,32942838,Chagai,,IJburg - Zeeburgereiland,52.35276,4.99552,Entire home/apt,350,2,11,2021-07-24,0.25,1,0,0,0363 5457 BD68 4567 F88D
28750364,"Bright, stylish and cozy appartment",36466469,Marc,,Centrum-West,52.36822,4.88228,Entire home/apt,425,2,22,2022-09-04,0.46,1,2,8,0363 19BD A5E7 6283 28EC
28753915,Lovely home in west side Amsterdam,21732364,Niels,,De Baarsjes - Oud-West,52.3622,4.86275,Entire home/apt,350,2,14,2022-07-28,0.34,1,0,7,0363 FCAC 6BF7 E5A8 ACF1
28757751,Unique New Place In A Historical Building Downtown,36769772,Pien & Zisis,,Centrum-West,52.3743,4.89216,Private room,126,3,315,2022-09-04,6.60,1,79,104,0363 4A1A 9762 2119 8929
28768768,Bright appartement in non-tourist area near centre,34752867,Eefje,,De Pijp - Rivierenbuurt,52.34438,4.90522,Entire home/apt,200,3,6,2022-07-17,0.15,1,0,3,0363 8919 6B42 6C81 4CE3
28797705,Pearl Suite,209920138,Puck,,Centrum-West,52.37095,4.89576,Private room,133,1,144,2022-08-17,3.08,3,313,70,036357F7D51C763ED91A
28798431,Delft Blue Suite,209920138,Puck,,Centrum-West,52.37021,4.89717,Private room,129,1,147,2022-08-24,3.21,3,301,60,036357F7D51C763ED91A
28800804,NEW! Cozy Private Bedroom Near City Center,52180905,Vincent,,Oostelijk Havengebied - Indische Buurt,52.36425,4.93857,Private room,60,2,45,2021-12-04,0.94,1,0,5,0363 66A5 54E3 4CB1 8F72
28806350,Charming  2-room Flat  in  AMSTERDAM,15371499,Mamou,,Bijlmer-Centrum,52.32148,4.94602,Entire home/apt,209,3,30,2022-09-03,0.63,1,312,6,0363 0E81 A41F 8C32 77D0
28806971,"Beautiful and spacious apartment, great location",214855796,Kristie,,Zuid,52.35457,4.86748,Entire home/apt,430,3,25,2022-08-14,0.53,1,1,7,0363 0733 6EC5 2E89 C604
28823439,Unique & tastefull apartment in Amsterdam,110959364,Maurits,,Centrum-Oost,52.3614955,4.8992162,Entire home/apt,300,2,2,2022-09-04,2,1,12,2,0363 087B AD15 90A6 71F7
28838040,New beautiful design studio in Amsterdam West,217460108,Daan,,Slotervaart,52.36526,4.83346,Private room,164,2,126,2022-09-02,2.64,1,129,23,0363 29A8 4384 3539 F991
28854693,Cosy apartment in quiet street near city centre,17888019,Jaap,,Bos en Lommer,52.3781,4.85682,Entire home/apt,110,4,15,2021-08-04,0.33,1,3,0,03632B62249346A372E3
28859886,Spacious Canal View Apartment in Oud West,11885109,Hangfeng,,De Baarsjes - Oud-West,52.36405,4.86553,Entire home/apt,119,2,15,2020-02-16,0.32,1,0,0,0363 4BAF 34D8 6CA4 890B
28882637,Modern Luxury Apartment,76043161,Okem,,Bos en Lommer,52.38067,4.85032,Entire home/apt,295,2,10,2022-06-27,0.21,1,0,4,0363 B931 6F57 5171 B02D
28887550,"Light, cosy, open plan living in an ideal location",8826008,Juliet,,Watergraafsmeer,52.35336,4.92818,Entire home/apt,190,5,6,2022-06-10,0.17,1,0,4,036385507450BC449EEB
28892595,"Cosy Family Apartment.
Centre of Amsterdam.",43990861,Elsbeth,,De Baarsjes - Oud-West,52.36378,4.87687,Entire home/apt,198,2,30,2022-08-07,0.63,1,8,9,0363 A8A6 54F4 8AD2 F560
28902322,Cozy apartment,119746691,Michiel,,De Baarsjes - Oud-West,52.37177,4.87368,Entire home/apt,115,28,5,2021-08-15,0.11,1,0,0,0363 5263 8AF7 F9C5 0CC1
28922236,Comfy apartment in trendy area,11687940,Kim,,De Baarsjes - Oud-West,52.37454,4.86253,Entire home/apt,164,2,14,2022-08-26,0.29,1,0,1,036354F57FC9B1B51059
28924243,quiet garden studio near city centre,4297910,Jeroen,,Geuzenveld - Slotermeer,52.38044,4.83816,Entire home/apt,90,3,90,2021-05-20,1.89,1,0,0,0363 4C0E E800 C3DD 1629
28926304,Spacious appartment with a large terrace.,79518802,Rutger,,Oud-Oost,52.35862731933594,4.914225101470947,Entire home/apt,180,5,4,2019-04-28,0.09,1,82,0,0363 F534 BCDA 011A 8049
28946381,Nemo Guests House,218193397,Ekaterina,,Centrum-Oost,52.37405,4.9063,Private room,111,1,296,2022-09-05,6.20,1,7,93,0363 B8D2 3A44 2A12 9519
28946914,Spacious apartment with garden AND (lovely) CAT,5667892,Mats,,Oostelijk Havengebied - Indische Buurt,52.36251,4.9411,Entire home/apt,120,3,1,2019-06-10,0.03,2,0,0,0363 9477 F652 D7DB 3AF3
28948157,"Renovated, modern and bright apartment for two!",218198798,Tesse,,Bos en Lommer,52.37853,4.86042,Entire home/apt,150,3,12,2022-08-19,0.25,1,1,2,0363 752E 07F0 11E5 AB9B
28957881,"Modern cozy room, priv. bathroom near Jordaan",138934482,Leonie,,Westerpark,52.38313,4.87289,Private room,600,2,26,2020-03-06,0.54,1,88,0,0363 5156 4AA2 49DC C2EB
28970533,Unique stay at Amsterdam The Crane by YAYS,163282758,Amsterdam The Crane By YAYS,,Oostelijk Havengebied - Indische Buurt,52.37628,4.93929,Entire home/apt,595,1,17,2022-08-05,0.42,1,86,14,Exempt
28973126,Keizers House,5128876,Alexandra,,Centrum-Oost,52.36523,4.90022,Entire home/apt,1350,2,14,2022-08-25,0.34,2,31,1,0363 00BB AD71 9082 C5BF
28973269,souterrain kamers met ontbijtruimte vondelpark,25681294,Eltjo (& Linda),,Zuid,52.3534,4.86534,Private room,129,3,23,2020-02-11,0.48,1,0,0,0363AB4FE2C16A7224CE
28983337,Charming & light apartment near Vondelpark,523115,Renske,,De Baarsjes - Oud-West,52.36034,4.86364,Entire home/apt,204,31,41,2022-01-02,0.87,1,0,12,0363 EFDC 299E C8C7 BE7F
28984522,Cozy independent unit in the green,218465236,Rubina,,Slotervaart,52.36082,4.8238,Entire home/apt,90,3,3,2019-09-15,0.08,1,0,0,0363 CA89 EA50 0C7E 95EC
29006072,Real nice very clean prive bed room!   En garden!,31318146,Daisy,,Oostelijk Havengebied - Indische Buurt,52.3634,4.94316,Private room,105,1,60,2022-08-13,1.26,2,116,13,0363 3FDA 7605 4B25 9BEE
